country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
Turkmenistan,75,2509,141043,111,2552,2310,242,4732,16164,6052,4319,4227,2356,3060,14230,1605,1868,1306,1256,4,75,0,0,0,0,0,0,0,0,0,0
Uganda,30,7764953,361429569,277,22536968,47296692,-24759724,11882690,3794305,5173778,7515101,12467585,11735594,17026343,16194701,10133008,17093810,30711467,13868494,20117017,23543919,23491012,30039021,51726916,38936954,29669800,35904964,24814186,33391264,36399690,35255615
Uganda,50,3270228,226224556,409,16792627,20140809,-3348184,11230880,3247025,4710021,6748050,11406537,10605081,15764146,14725178,8975562,16009232,27639824,12164754,15010724,17354374,17793100,22465555,34308484,25643087,19987626,23352150,16900512,21574037,23531494,21875596
Uganda,75,848520,105880074,734,7607043,4035806,3571234,9325473,2124720,3717488,4945794,8197873,7293005,11543226,10678190,6317811,12129436,18499554,8363066,5626212,6061607,5238286,6774931,7827965,6216668,5108009,6706380,7495075,7654643,7379749,7343848
Ukraine,30,11133282,583394886,240,21705723,90226679,-68520957,8966092,8163698,11908096,15959910,12393733,14294252,24552355,19299002,17525339,20211059,23970885,22332570,14941263,19162033,19520569,41284896,34963906,31385363,19056657,28980872,27363077,21045234,29966476,33690009
Ukraine,50,9691025,558068575,273,21009742,79590392,-58580650,8825868,7925163,11641114,15613764,12146629,14008698,24214393,18785196,17142404,19970634,23637828,22015476,14528435,18690951,18993986,39425189,33764179,30291203,18372584,28073630,26474507,20288637,28686636,30716686
Ukraine,75,6855107,435199071,303,16215685,58465497,-42249813,7828120,6576647,9615246,12911802,10060469,11835252,21824120,16252349,14646636,17640881,20789981,19388104,10368580,13941852,14096620,27138948,23358232,20301573,13369939,20268953,19686781,14749616,21260187,21265509
United Arab Emirates,30,0,0,0,0,20423,-20422,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,50,0,0,0,0,20423,-20422,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,75,0,0,0,0,20423,-20422,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,30,3697149,256508746,355,10722836,23930159,-13207323,9039261,7674572,626853,9743024,3887510,8450191,12466885,5322014,14912456,12390704,10522757,15032753,12124386,13279327,10621998,12894530,10583282,12129957,13322194,10654448,12823395,16551598,10805402,11488575
United Kingdom,50,2963598,223929451,394,10348654,19337061,-8988408,8283584,7287286,595947,9199510,3663835,7826519,12002013,5115499,14098950,12049622,10351981,14770823,11722977,12917953,10374200,12537519,10247114,11798164,12923099,10309871,12503840,16135634,10473507,11178237
United Kingdom,75,1520245,131297251,471,8594495,10272628,-1678131,5775913,5852568,505115,7423507,2907199,5779637,10342106,4289452,11884027,10653017,9569334,13607476,9770458,10738174,8719308,10378518,8281405,9763889,10451558,8365621,10307046,13297593,8382848,9222129
United States,30,279375325,17240141126,285,806214830,1431056144,-624841317,623378602,660779231,546456657,849143538,826109991,858305441,862752976,872489682,630619181,761785154,694916521,801872731,688910098,788433908,782071350,953799275,1043530607,938668183,905511061,932685425,971352357,898018738,723273401,734291818
United States,50,244566360,16254556811,314,778009791,1313218027,-535208237,611134908,640165531,534913063,819183021,798794261,832683439,844073024,859606960,620349269,746509996,686243856,788568570,662264643,757211314,742276215,916890222,992405389,900053571,853297871,893041000,929756046,849548546,697046898,696217402
United States,75,198290043,14612782840,366,721305702,1141581772,-420276072,575830390,596879594,502164153,749305158,721319982,755459498,785693934,816904748,592637030,708671183,661797439,758600156,616694158,704744610,668251415,848944655,921777873,834501937,761086463,821339058,856709561,768942356,647716617,635364886
Uruguay,30,1693390,65624167,224,16241535,23917408,-7675872,1778380,1757828,2959412,4581999,5164341,7472905,8277083,9782929,8558777,8964977,14615636,17087215,13026627,19026376,15987073,26022270,26646042,19035708,10294249,8799086,34618567,35585421,56881218,32872719
Uruguay,50,1383875,58282271,249,15673593,22002343,-6328751,1734465,1719174,2897075,4456655,5044391,7294317,8101666,9596004,8410334,8905521,14467793,16863858,12571270,18294942,15408363,24757869,25463185,17547161,8965324,7438906,33632121,34652294,55798815,32144700
Uruguay,75,848052,39759944,280,13691373,18049018,-4357645,1591940,1599389,2664444,4030878,4507123,6211779,7084414,8252612,7410267,8203612,13166973,15015533,10333100,14941966,12977545,20504306,21930390,13484900,5156413,4178699,30784129,32212748,52220323,30129467
Uzbekistan,30,106177,4959364,188,12458,407127,-394669,73715,64420,14251,12921,5839,13382,11541,12314,26623,8067,10035,14602,4272,11315,0,0,467,195,6715,1120,1309,2368,1209,2278
Uzbekistan,50,51378,2630794,208,10056,205324,-195268,62306,50611,11571,10451,4775,9566,9309,10245,22086,6142,8452,11725,2913,8862,0,0,213,160,5104,762,884,2137,1164,1892
Uzbekistan,75,20472,1158204,238,5910,112042,-106132,38319,29653,7591,5599,2835,3719,5696,5733,13480,3739,5194,7062,1578,5322,0,0,163,45,981,219,697,1664,1083,1478
Vanuatu,30,1181154,127083866,432,406572,5219233,-4812661,69641,59324,275477,201072,126294,116612,62504,110761,596060,166335,331442,112300,551971,339518,1817954,679327,212494,682790,129463,2479162,30138,27962,428922,150206
Vanuatu,50,1161474,125883397,436,398839,5109444,-4710606,69036,59064,273712,199883,124735,116058,62040,110171,594528,165422,327579,107641,517098,322060,1781188,649534,207729,680356,124713,2475775,29511,27442,405461,141386
Vanuatu,75,1098451,120760884,444,368261,4771371,-4403109,66623,56114,262508,188177,112913,108323,59145,103475,585892,155317,315773,97013,417552,267479,1616403,522621,188980,667854,101264,2445489,26092,24893,329645,118728
Venezuela,30,56519470,5788715869,485,47639215,163318714,-115679497,49775584,35252248,36137290,37417600,39154372,35334994,49119698,50645980,60335857,45358995,33564279,47494740,28825624,45434420,28071778,82499088,81294075,54184764,62126797,67291721,32868913,29368654,41263905,70519802
Venezuela,50,53732757,5681427640,509,45663971,148722610,-103058638,47995146,33733466,34898035,35826502,37471713,33452326,46976116,47796653,56777490,43860977,32153525,45105458,27072695,42429484,26517466,79943576,78202786,52249341,60435189,65507416,31687830,28173845,39426601,68241687
Venezuela,75,49356107,5456623879,544,40256070,126851933,-86595863,42285293,28060294,30924610,30058762,31655569,27924590,40384316,38546960,45873052,39240137,27699305,38504550,23572118,36311136,23228890,73765534,69980875,47253569,56388394,60781711,28774517,25419185,35703259,63809055
Vietnam,30,16550836,1637375684,453,110722233,116820082,-6097852,24262726,25405282,22451034,40098315,56363607,44889933,46374980,66523666,87014816,109622301,90211514,128710936,93722648,144035001,145570034,256123229,223236801,184037072,168050216,157081750,168387714,142322720,117827967,115009309
Vietnam,50,14759493,1529816711,484,100082441,100484088,-401645,23288763,23741328,21351549,38321869,54029036,43181958,44910409,63759076,84760941,105884264,86928392,122584982,83796840,128154823,129767866,229098685,197549331,161382341,146168005,138361486,148349476,124705941,102600869,99300379
Vietnam,75,10678769,1205523073,537,68079948,63921953,4157993,19034972,17516486,16249203,30820233,42996217,34468178,36341791,51779097,71889544,88409925,74067036,103497401,52339371,79525354,80838093,146109487,123861156,97637872,85777298,84038012,93845648,78147412,64007650,60721311
"Virgin Islands, U.S.",30,18998,1373643,210,38563,78299,-39736,48247,9163,16314,14671,7729,31280,10812,16974,35360,8640,22621,11575,11643,8795,146,3357,594994,17544,7770,5559,8097,13687,10580,9970
"Virgin Islands, U.S.",50,17847,1327880,217,38232,73659,-35427,47743,9062,15956,14608,7547,30747,10681,16760,34853,8434,22373,11407,11519,8566,146,3318,593497,17220,6873,5436,7920,13353,9722,9836
"Virgin Islands, U.S.",75,15811,1234472,230,36923,65635,-28712,45033,8530,15145,14131,6744,28821,10001,15369,31845,7935,20985,10948,10852,8138,146,3218,584294,15696,5868,5111,7438,11842,8572,9486
Yemen,30,126,4799,38,0,25907,-25907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,50,10,592,60,0,25721,-25721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,75,0,33,74,0,25705,-25705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,30,24075023,1605549401,326,42037269,54573216,-12535946,12543712,17176948,16446540,10133385,20414512,14249544,18560918,22635575,44200925,67045145,24204359,52173183,30254451,41572133,31501758,50645660,58988276,52760128,45680278,60708720,79141457,70284982,75447016,92124870
Zambia,50,9201652,801463689,470,21762793,20992795,769998,9622023,10243939,10512370,6100881,10439468,8165986,10276294,10103149,27340910,41475385,16069648,31753342,14633728,17962708,15010941,24270638,26806858,24321205,21646545,28313257,38586951,34366539,36987495,47296785
Zambia,75,42693,4535816,507,1847324,3538877,-1691553,2038358,972518,1319237,351260,631802,478498,815604,750068,1024907,2605287,1267656,1860489,506475,750673,487325,804348,1069300,1014476,720050,1739405,5933230,5456397,5651931,6086477
Zimbabwe,30,1411915,71226778,287,4875231,6227387,-1352156,3140516,2877888,3027550,3375915,4442356,7127279,3693575,1994473,7897019,2435097,4258267,6044059,4699598,4509451,6991506,5884579,14462427,3463904,6226192,3456851,4795234,5057994,3260961,3882854
Zimbabwe,50,292639,26987292,455,3463393,2010161,1453234,2202552,1852703,2227423,2432937,2749642,5758364,2455463,1108269,5083738,1288949,3223331,4152821,3612324,3199727,5543212,4287548,11037857,2313022,4481712,2463018,2921155,3646542,2163212,2915925
Zimbabwe,75,79815,9489605,637,1755946,1138565,617383,846377,547785,685309,933408,1072663,2542555,1214329,578503,2867019,641630,1744191,2530427,2014413,1768594,3282965,2294634,5274064,1197189,1989239,1311713,1691041,2068057,1219051,1827562
Åland,30,107739,3702622,63,199822,548179,-348357,76145,55690,44746,154959,152018,21971,54325,294791,153903,152818,114472,160158,127886,137438,146921,181156,204553,181186,720707,206427,422422,365660,354122,311241
Åland,50,87773,3178873,68,196055,461029,-264974,75336,55291,44436,154085,151026,21784,54258,292431,152987,151647,113704,159413,127117,134890,143102,174662,198103,177686,714011,204098,415748,348926,342552,298015
Åland,75,60890,2416128,76,181482,325900,-144418,71162,52714,42848,148912,146210,20842,53089,280237,145483,146110,110282,153483,120327,123840,129805,154716,175621,161701,676792,190477,381685,304561,306616,258040
