country,threshold,driver,year,tc_loss_ha
Australia,30,Other natural disturbances,2015,1324
Australia,30,Other natural disturbances,2016,1372
Australia,30,Other natural disturbances,2017,1140
Australia,30,Other natural disturbances,2018,1087
Australia,30,Other natural disturbances,2019,3460
Australia,30,Other natural disturbances,2020,1059
Australia,30,Other natural disturbances,2021,580
Australia,30,Other natural disturbances,2022,480
Australia,30,Other natural disturbances,2023,123
Australia,30,Other natural disturbances,2024,564
Australia,30,Permanent agriculture,2001,8141
Australia,30,Permanent agriculture,2002,11718
Australia,30,Permanent agriculture,2003,17005
Australia,30,Permanent agriculture,2004,14450
Australia,30,Permanent agriculture,2005,13446
Australia,30,Permanent agriculture,2006,15154
Australia,30,Permanent agriculture,2007,15890
Australia,30,Permanent agriculture,2008,12802
Australia,30,Permanent agriculture,2009,13851
Australia,30,Permanent agriculture,2010,8936
Australia,30,Permanent agriculture,2011,9330
Australia,30,Permanent agriculture,2012,10697
Australia,30,Permanent agriculture,2013,7937
Australia,30,Permanent agriculture,2014,14276
Australia,30,Permanent agriculture,2015,8940
Australia,30,Permanent agriculture,2016,15537
Australia,30,Permanent agriculture,2017,11413
Australia,30,Permanent agriculture,2018,8932
Australia,30,Permanent agriculture,2019,12096
Australia,30,Permanent agriculture,2020,8020
Australia,30,Permanent agriculture,2021,6114
Australia,30,Permanent agriculture,2022,5128
Australia,30,Permanent agriculture,2023,5064
Australia,30,Permanent agriculture,2024,4652
Australia,30,Settlements & Infrastructure,2001,2424
Australia,30,Settlements & Infrastructure,2002,2851
Australia,30,Settlements & Infrastructure,2003,5861
Australia,30,Settlements & Infrastructure,2004,4405
Australia,30,Settlements & Infrastructure,2005,4372
Australia,30,Settlements & Infrastructure,2006,3710
Australia,30,Settlements & Infrastructure,2007,4634
Australia,30,Settlements & Infrastructure,2008,3909
Australia,30,Settlements & Infrastructure,2009,3430
Australia,30,Settlements & Infrastructure,2010,2652
Australia,30,Settlements & Infrastructure,2011,2407
Australia,30,Settlements & Infrastructure,2012,3573
Australia,30,Settlements & Infrastructure,2013,2866
Australia,30,Settlements & Infrastructure,2014,3104
Australia,30,Settlements & Infrastructure,2015,2806
Australia,30,Settlements & Infrastructure,2016,4180
Australia,30,Settlements & Infrastructure,2017,3397
Australia,30,Settlements & Infrastructure,2018,2202
Australia,30,Settlements & Infrastructure,2019,2494
Australia,30,Settlements & Infrastructure,2020,1825
Australia,30,Settlements & Infrastructure,2021,2218
Australia,30,Settlements & Infrastructure,2022,2168
Australia,30,Settlements & Infrastructure,2023,1435
Australia,30,Settlements & Infrastructure,2024,1237
Australia,30,Shifting cultivation,2001,0
Australia,30,Shifting cultivation,2003,1
Australia,30,Shifting cultivation,2004,11
Australia,30,Shifting cultivation,2005,2
Australia,30,Shifting cultivation,2006,1
Australia,30,Shifting cultivation,2007,9
Australia,30,Shifting cultivation,2008,0
Australia,30,Shifting cultivation,2009,2
Australia,30,Shifting cultivation,2010,0
Australia,30,Shifting cultivation,2011,7
Australia,30,Shifting cultivation,2012,0
Australia,30,Shifting cultivation,2013,8
Australia,30,Shifting cultivation,2014,13
Australia,30,Shifting cultivation,2015,0
Australia,30,Shifting cultivation,2016,3
Australia,30,Shifting cultivation,2017,4
Australia,30,Shifting cultivation,2018,8
Australia,30,Shifting cultivation,2019,1
Australia,30,Shifting cultivation,2020,2
Australia,30,Shifting cultivation,2021,0
Australia,30,Shifting cultivation,2022,0
Australia,30,Shifting cultivation,2023,3
Australia,30,Shifting cultivation,2024,3
Australia,30,Wildfire,2001,161217
Australia,30,Wildfire,2002,242558
Australia,30,Wildfire,2003,275041
Australia,30,Wildfire,2004,38156
Australia,30,Wildfire,2005,91458
Australia,30,Wildfire,2006,94960
Australia,30,Wildfire,2007,251845
Australia,30,Wildfire,2008,118415
Australia,30,Wildfire,2009,106215
Australia,30,Wildfire,2010,215196
Australia,30,Wildfire,2011,40198
Australia,30,Wildfire,2012,64441
Australia,30,Wildfire,2013,189980
Australia,30,Wildfire,2014,195381
Australia,30,Wildfire,2015,187301
Australia,30,Wildfire,2016,310940
Australia,30,Wildfire,2017,134930
Australia,30,Wildfire,2018,168314
Australia,30,Wildfire,2019,1565317
Australia,30,Wildfire,2020,2263470
Australia,30,Wildfire,2021,192986
Australia,30,Wildfire,2022,67148
Australia,30,Wildfire,2023,149672
Australia,30,Wildfire,2024,139860
Austria,30,Hard commodities,2001,24
Austria,30,Hard commodities,2002,29
Austria,30,Hard commodities,2003,59
Austria,30,Hard commodities,2004,46
Austria,30,Hard commodities,2005,87
Austria,30,Hard commodities,2006,44
Austria,30,Hard commodities,2007,102
Austria,30,Hard commodities,2008,77
Austria,30,Hard commodities,2009,99
Austria,30,Hard commodities,2010,63
Austria,30,Hard commodities,2011,70
Austria,30,Hard commodities,2012,41
Austria,30,Hard commodities,2013,45
Austria,30,Hard commodities,2014,35
Austria,30,Hard commodities,2015,24
Austria,30,Hard commodities,2016,73
Austria,30,Hard commodities,2017,79
Austria,30,Hard commodities,2018,57
Austria,30,Hard commodities,2019,70
Austria,30,Hard commodities,2020,59
Austria,30,Hard commodities,2021,49
Austria,30,Hard commodities,2022,54
Austria,30,Hard commodities,2023,64
Austria,30,Hard commodities,2024,81
Austria,30,Logging,2001,6523
Austria,30,Logging,2002,10205
Austria,30,Logging,2003,13917
Austria,30,Logging,2004,13704
Austria,30,Logging,2005,20472
Austria,30,Logging,2006,11959
Austria,30,Logging,2007,30583
Austria,30,Logging,2008,25951
Austria,30,Logging,2009,14840
Austria,30,Logging,2010,15644
Austria,30,Logging,2011,17202
Austria,30,Logging,2012,10418
Austria,30,Logging,2013,7180
Austria,30,Logging,2014,9229
Austria,30,Logging,2015,7585
Austria,30,Logging,2016,16295
Austria,30,Logging,2017,17343
Austria,30,Logging,2018,25555
Austria,30,Logging,2019,32490
Austria,30,Logging,2020,25125
Austria,30,Logging,2021,16039
Austria,30,Logging,2022,19286
Austria,30,Logging,2023,25786
Austria,30,Logging,2024,26447
Austria,30,Other natural disturbances,2001,125
Austria,30,Other natural disturbances,2002,297
Austria,30,Other natural disturbances,2003,300
Austria,30,Other natural disturbances,2004,402
Austria,30,Other natural disturbances,2005,404
Austria,30,Other natural disturbances,2006,187
Austria,30,Other natural disturbances,2007,334
Austria,30,Other natural disturbances,2008,352
Austria,30,Other natural disturbances,2009,340
Austria,30,Other natural disturbances,2010,409
Austria,30,Other natural disturbances,2011,333
Austria,30,Other natural disturbances,2012,248
Austria,30,Other natural disturbances,2013,130
Austria,30,Other natural disturbances,2014,200
Austria,30,Other natural disturbances,2015,100
Austria,30,Other natural disturbances,2016,386
Austria,30,Other natural disturbances,2017,470
Austria,30,Other natural disturbances,2018,290
Austria,30,Other natural disturbances,2019,660
Austria,30,Other natural disturbances,2020,388
Austria,30,Other natural disturbances,2021,311
Austria,30,Other natural disturbances,2022,229
Austria,30,Other natural disturbances,2023,301
Austria,30,Other natural disturbances,2024,514
Austria,30,Permanent agriculture,2001,66
Austria,30,Permanent agriculture,2002,67
Austria,30,Permanent agriculture,2003,29
Austria,30,Permanent agriculture,2004,73
Austria,30,Permanent agriculture,2005,150
Austria,30,Permanent agriculture,2006,65
Austria,30,Permanent agriculture,2007,123
Austria,30,Permanent agriculture,2008,100
Austria,30,Permanent agriculture,2009,74
Austria,30,Permanent agriculture,2010,125
Austria,30,Permanent agriculture,2011,94
Austria,30,Permanent agriculture,2012,70
Austria,30,Permanent agriculture,2013,53
Austria,30,Permanent agriculture,2014,58
Austria,30,Permanent agriculture,2015,55
Austria,30,Permanent agriculture,2016,66
Austria,30,Permanent agriculture,2017,56
Austria,30,Permanent agriculture,2018,49
Austria,30,Permanent agriculture,2019,47
Austria,30,Permanent agriculture,2020,19
Austria,30,Permanent agriculture,2021,23
Austria,30,Permanent agriculture,2022,23
Austria,30,Permanent agriculture,2023,28
Austria,30,Permanent agriculture,2024,19
Austria,30,Settlements & Infrastructure,2001,130
Austria,30,Settlements & Infrastructure,2002,190
Austria,30,Settlements & Infrastructure,2003,125
Austria,30,Settlements & Infrastructure,2004,265
Austria,30,Settlements & Infrastructure,2005,394
Austria,30,Settlements & Infrastructure,2006,240
Austria,30,Settlements & Infrastructure,2007,385
Austria,30,Settlements & Infrastructure,2008,323
Austria,30,Settlements & Infrastructure,2009,420
Austria,30,Settlements & Infrastructure,2010,355
Austria,30,Settlements & Infrastructure,2011,295
Austria,30,Settlements & Infrastructure,2012,287
Austria,30,Settlements & Infrastructure,2013,173
Austria,30,Settlements & Infrastructure,2014,205
Austria,30,Settlements & Infrastructure,2015,136
Austria,30,Settlements & Infrastructure,2016,309
Austria,30,Settlements & Infrastructure,2017,340
Austria,30,Settlements & Infrastructure,2018,320
Austria,30,Settlements & Infrastructure,2019,295
Austria,30,Settlements & Infrastructure,2020,268
Austria,30,Settlements & Infrastructure,2021,179
Austria,30,Settlements & Infrastructure,2022,210
Austria,30,Settlements & Infrastructure,2023,281
Austria,30,Settlements & Infrastructure,2024,303
Austria,30,Wildfire,2001,3
Austria,30,Wildfire,2002,17
Austria,30,Wildfire,2003,10
Austria,30,Wildfire,2004,7
Austria,30,Wildfire,2005,16
Austria,30,Wildfire,2006,4
Austria,30,Wildfire,2007,38
Austria,30,Wildfire,2008,13
Austria,30,Wildfire,2009,19
Austria,30,Wildfire,2010,5
Austria,30,Wildfire,2011,13
Austria,30,Wildfire,2012,3
Austria,30,Wildfire,2013,2
Austria,30,Wildfire,2014,23
Austria,30,Wildfire,2015,1
Austria,30,Wildfire,2016,4
Austria,30,Wildfire,2017,2
Austria,30,Wildfire,2018,2
Austria,30,Wildfire,2019,6
Austria,30,Wildfire,2020,1
Austria,30,Wildfire,2021,0
Austria,30,Wildfire,2022,19
Austria,30,Wildfire,2023,11
Austria,30,Wildfire,2024,61
Azerbaijan,30,Hard commodities,2001,6
Azerbaijan,30,Hard commodities,2002,9
Azerbaijan,30,Hard commodities,2003,9
Azerbaijan,30,Hard commodities,2004,12
Azerbaijan,30,Hard commodities,2005,6
Azerbaijan,30,Hard commodities,2006,7
Azerbaijan,30,Hard commodities,2007,7
Azerbaijan,30,Hard commodities,2008,3
Azerbaijan,30,Hard commodities,2009,35
Azerbaijan,30,Hard commodities,2010,52
Azerbaijan,30,Hard commodities,2011,10
Azerbaijan,30,Hard commodities,2012,22
Azerbaijan,30,Hard commodities,2013,12
Azerbaijan,30,Hard commodities,2014,6
Azerbaijan,30,Hard commodities,2015,0
Azerbaijan,30,Hard commodities,2016,2
Azerbaijan,30,Hard commodities,2017,6
Azerbaijan,30,Hard commodities,2018,0
Azerbaijan,30,Hard commodities,2019,5
Azerbaijan,30,Hard commodities,2020,0
Azerbaijan,30,Hard commodities,2021,47
Azerbaijan,30,Hard commodities,2022,122
Azerbaijan,30,Hard commodities,2023,241
Azerbaijan,30,Hard commodities,2024,82
Azerbaijan,30,Logging,2001,217
Azerbaijan,30,Logging,2002,248
Azerbaijan,30,Logging,2003,519
Azerbaijan,30,Logging,2004,197
Azerbaijan,30,Logging,2005,56
Azerbaijan,30,Logging,2006,132
Azerbaijan,30,Logging,2007,119
Azerbaijan,30,Logging,2008,98
Azerbaijan,30,Logging,2009,84
Azerbaijan,30,Logging,2010,99
Azerbaijan,30,Logging,2011,20
Azerbaijan,30,Logging,2012,98
Azerbaijan,30,Logging,2013,17
Azerbaijan,30,Logging,2014,20
Azerbaijan,30,Logging,2015,4
Azerbaijan,30,Logging,2016,2
Azerbaijan,30,Logging,2017,15
Azerbaijan,30,Logging,2018,8
Azerbaijan,30,Logging,2019,0
Azerbaijan,30,Logging,2020,3
Azerbaijan,30,Logging,2021,4
Azerbaijan,30,Logging,2022,5
Azerbaijan,30,Logging,2023,36
Azerbaijan,30,Logging,2024,26
Azerbaijan,30,Other natural disturbances,2001,32
Azerbaijan,30,Other natural disturbances,2002,36
Azerbaijan,30,Other natural disturbances,2003,33
Azerbaijan,30,Other natural disturbances,2004,20
Azerbaijan,30,Other natural disturbances,2005,15
Azerbaijan,30,Other natural disturbances,2006,44
Azerbaijan,30,Other natural disturbances,2007,40
Azerbaijan,30,Other natural disturbances,2008,14
Azerbaijan,30,Other natural disturbances,2009,15
Azerbaijan,30,Other natural disturbances,2010,42
Azerbaijan,30,Other natural disturbances,2011,12
Azerbaijan,30,Other natural disturbances,2012,12
Azerbaijan,30,Other natural disturbances,2013,7
Azerbaijan,30,Other natural disturbances,2014,13
Azerbaijan,30,Other natural disturbances,2015,0
Azerbaijan,30,Other natural disturbances,2016,2
Azerbaijan,30,Other natural disturbances,2017,1
Azerbaijan,30,Other natural disturbances,2018,1
Azerbaijan,30,Other natural disturbances,2019,0
Azerbaijan,30,Other natural disturbances,2021,1
Azerbaijan,30,Other natural disturbances,2022,0
Azerbaijan,30,Other natural disturbances,2023,3
Azerbaijan,30,Other natural disturbances,2024,16
Azerbaijan,30,Permanent agriculture,2001,136
Azerbaijan,30,Permanent agriculture,2002,618
Azerbaijan,30,Permanent agriculture,2003,256
Azerbaijan,30,Permanent agriculture,2004,192
Azerbaijan,30,Permanent agriculture,2005,84
Azerbaijan,30,Permanent agriculture,2006,181
Azerbaijan,30,Permanent agriculture,2007,212
Azerbaijan,30,Permanent agriculture,2008,195
Azerbaijan,30,Permanent agriculture,2009,134
Azerbaijan,30,Permanent agriculture,2010,132
Azerbaijan,30,Permanent agriculture,2011,37
Azerbaijan,30,Permanent agriculture,2012,336
Azerbaijan,30,Permanent agriculture,2013,17
Azerbaijan,30,Permanent agriculture,2014,39
Azerbaijan,30,Permanent agriculture,2015,0
Azerbaijan,30,Permanent agriculture,2016,1
Azerbaijan,30,Permanent agriculture,2017,7
Azerbaijan,30,Permanent agriculture,2018,33
Azerbaijan,30,Permanent agriculture,2019,0
Azerbaijan,30,Permanent agriculture,2020,14
Azerbaijan,30,Permanent agriculture,2021,23
Azerbaijan,30,Permanent agriculture,2022,4
Azerbaijan,30,Permanent agriculture,2023,33
Azerbaijan,30,Permanent agriculture,2024,15
Azerbaijan,30,Settlements & Infrastructure,2001,13
Azerbaijan,30,Settlements & Infrastructure,2002,30
Azerbaijan,30,Settlements & Infrastructure,2003,15
Azerbaijan,30,Settlements & Infrastructure,2004,9
Azerbaijan,30,Settlements & Infrastructure,2005,15
Azerbaijan,30,Settlements & Infrastructure,2006,24
Azerbaijan,30,Settlements & Infrastructure,2007,25
Azerbaijan,30,Settlements & Infrastructure,2008,34
Azerbaijan,30,Settlements & Infrastructure,2009,16
Azerbaijan,30,Settlements & Infrastructure,2010,33
Azerbaijan,30,Settlements & Infrastructure,2011,10
Azerbaijan,30,Settlements & Infrastructure,2012,22
Azerbaijan,30,Settlements & Infrastructure,2013,11
Azerbaijan,30,Settlements & Infrastructure,2014,15
Azerbaijan,30,Settlements & Infrastructure,2015,0
Azerbaijan,30,Settlements & Infrastructure,2016,0
Azerbaijan,30,Settlements & Infrastructure,2017,0
Azerbaijan,30,Settlements & Infrastructure,2021,1
Azerbaijan,30,Settlements & Infrastructure,2022,6
Azerbaijan,30,Settlements & Infrastructure,2023,24
Azerbaijan,30,Settlements & Infrastructure,2024,15
Azerbaijan,30,Wildfire,2001,22
Azerbaijan,30,Wildfire,2002,27
Azerbaijan,30,Wildfire,2003,22
Azerbaijan,30,Wildfire,2004,43
Azerbaijan,30,Wildfire,2005,13
Azerbaijan,30,Wildfire,2006,27
Azerbaijan,30,Wildfire,2007,28
Azerbaijan,30,Wildfire,2008,65
Azerbaijan,30,Wildfire,2009,16
Azerbaijan,30,Wildfire,2010,50
Azerbaijan,30,Wildfire,2011,11
Azerbaijan,30,Wildfire,2012,30
Azerbaijan,30,Wildfire,2013,25
Azerbaijan,30,Wildfire,2014,191
Azerbaijan,30,Wildfire,2015,17
Azerbaijan,30,Wildfire,2016,4
Azerbaijan,30,Wildfire,2017,36
Azerbaijan,30,Wildfire,2018,29
Azerbaijan,30,Wildfire,2019,1
Azerbaijan,30,Wildfire,2020,0
Azerbaijan,30,Wildfire,2021,1
Azerbaijan,30,Wildfire,2022,0
Azerbaijan,30,Wildfire,2023,111
Azerbaijan,30,Wildfire,2024,6
Burundi,30,Logging,2001,64
Burundi,30,Logging,2002,13
Burundi,30,Logging,2003,56
Burundi,30,Logging,2004,17
Burundi,30,Logging,2005,60
Burundi,30,Logging,2006,24
Burundi,30,Logging,2007,61
Burundi,30,Logging,2008,63
Burundi,30,Logging,2009,19
Burundi,30,Logging,2010,104
Burundi,30,Logging,2011,42
Burundi,30,Logging,2012,65
Burundi,30,Logging,2013,175
Burundi,30,Logging,2014,379
Burundi,30,Logging,2015,291
Burundi,30,Logging,2016,320
Burundi,30,Logging,2017,216
Burundi,30,Logging,2018,317
Burundi,30,Logging,2019,267
Burundi,30,Logging,2020,274
Burundi,30,Logging,2021,238
Burundi,30,Logging,2022,151
Burundi,30,Logging,2023,133
Burundi,30,Logging,2024,125
Burundi,30,Other natural disturbances,2001,12
Burundi,30,Other natural disturbances,2002,7
Burundi,30,Other natural disturbances,2003,12
Burundi,30,Other natural disturbances,2004,2
Burundi,30,Other natural disturbances,2005,5
Burundi,30,Other natural disturbances,2006,0
Burundi,30,Other natural disturbances,2007,6
Burundi,30,Other natural disturbances,2008,16
Burundi,30,Other natural disturbances,2009,4
Burundi,30,Other natural disturbances,2010,6
Burundi,30,Other natural disturbances,2011,1
Burundi,30,Other natural disturbances,2012,2
Burundi,30,Other natural disturbances,2013,14
Burundi,30,Other natural disturbances,2014,54
Burundi,30,Other natural disturbances,2015,11
Burundi,30,Other natural disturbances,2016,6
Burundi,30,Other natural disturbances,2017,15
Burundi,30,Other natural disturbances,2018,5
Burundi,30,Other natural disturbances,2019,2
